customer_id,age,gender,subscription_length,membership_type,num_logins,num_complaints,num_classes_attended,avg_session_time,renewed_membership
661074,43,Female,22,12,35,2,17,56.3,1
276563,21,Male,42,6,2,3,4,44.0,1
856342,42,Female,35,3,3,3,9,90.5,1
353465,62,Male,52,6,4,1,13,32.3,0
362726,59,Male,29,6,49,0,16,70.5,1
548067,42,Female,42,1,25,2,2,79.5,1
310938,35,Male,28,3,24,3,6,60.6,1
881941,57,Male,59,6,9,0,8,97.5,1
152017,25,Female,18,6,7,2,4,90.8,0
792286,56,Female,14,6,11,1,3,117.4,1
364159,57,Male,18,3,2,4,2,75.8,0
744921,31,Female,28,12,26,3,12,78.4,1
985166,49,Female,24,6,49,3,8,52.1,1
999143,68,Male,8,6,22,2,6,64.7,0
164903,55,Male,42,12,39,4,7,32.4,1
898527,50,Female,54,12,32,0,9,92.0,1
575665,40,Female,45,12,13,1,0,58.0,1
430747,32,Female,53,6,22,0,19,78.6,1
926730,50,Male,8,1,30,2,0,52.9,0
342029,42,Male,4,3,12,3,18,85.9,0
680555,34,Male,27,6,11,3,1,70.3,1
533898,50,Male,36,12,34,0,11,73.4,1
554408,64,Male,5,12,17,1,12,114.8,0
842622,19,Male,33,12,20,2,13,93.6,1
724929,31,Male,49,12,44,1,4,53.6,0
276442,57,Female,34,1,46,2,2,75.4,0
260814,57,Female,30,3,41,1,16,72.0,1
637056,68,Male,8,1,0,0,0,101.6,1
835700,56,Male,39,1,37,4,13,105.0,1
502428,68,Male,47,3,40,2,5,55.5,0
183529,23,Female,26,6,41,0,16,103.9,1
685760,23,Male,57,6,46,3,3,46.2,0
752691,20,Female,37,1,8,3,5,98.6,0
407063,24,Female,34,3,22,1,0,52.4,1
633339,68,Female,7,12,13,3,8,56.8,0
423572,25,Female,40,3,10,4,3,106.7,1
838576,59,Female,28,6,6,2,8,67.8,1
754320,69,Male,39,1,30,1,8,119.2,0
996535,32,Male,39,12,23,2,12,43.7,0
403665,64,Female,28,6,25,2,16,71.7,1
194020,46,Male,14,12,29,0,2,95.9,0
686632,50,Female,53,3,33,3,5,30.5,0
780606,69,Female,50,3,45,2,19,43.7,1
472966,47,Male,38,6,37,4,14,31.8,1
208438,56,Male,4,6,4,4,13,119.4,0
468729,44,Male,42,12,4,3,12,98.5,1
107085,53,Male,18,12,18,3,8,63.6,0
813154,46,Male,44,3,37,1,14,44.1,0
107557,55,Female,48,1,27,1,13,38.1,0
934070,50,Male,25,12,25,1,3,77.9,0
699973,54,Male,7,3,41,3,10,117.8,1
135209,44,Male,38,1,22,2,1,90.7,1
864029,50,Female,28,6,45,0,15,62.9,1
896489,21,Male,5,6,48,1,18,75.1,1
447709,39,Female,3,12,29,0,15,119.9,1
477535,19,Male,44,1,2,4,6,76.7,0
224531,27,Male,31,3,27,3,10,116.8,0
712845,22,Female,47,12,32,4,11,31.5,1
508093,27,Male,42,3,41,1,3,94.9,1
871614,50,Male,58,1,2,2,15,86.4,1
552989,55,Female,20,12,4,1,15,91.7,0
909196,30,Male,19,1,18,0,6,81.4,1
322111,48,Female,48,1,41,1,12,34.0,0
918961,64,Female,60,1,47,2,4,43.5,0
556071,53,Female,11,3,0,2,0,113.0,0
677785,62,Female,40,6,37,3,4,51.0,0
937860,41,Female,3,12,8,3,13,119.4,1
602778,69,Male,23,3,4,2,10,91.2,0
405702,32,Male,7,1,45,2,1,70.0,1
693048,46,Male,23,3,41,0,17,112.8,1
472034,25,Female,7,1,33,1,14,101.5,1
726427,22,Female,46,1,36,3,13,68.6,0
819421,46,Female,34,1,32,0,12,36.2,1
194938,64,Female,42,1,24,1,1,108.1,1
763983,21,Male,19,3,41,3,18,98.9,0
733177,29,Male,58,1,28,0,7,101.2,1
936564,62,Female,9,3,24,4,16,97.0,1
188226,19,Female,48,3,8,4,14,54.8,1
732188,44,Male,51,6,2,3,19,107.3,1
710715,48,Female,18,3,14,0,13,30.2,1
401954,68,Female,41,6,3,1,2,51.4,0
238821,68,Female,48,6,44,1,16,34.2,1
108533,53,Male,45,6,37,0,2,40.0,1
662495,53,Male,42,3,19,4,12,77.9,1
963688,43,Female,25,6,48,0,17,33.4,1
804930,60,Male,52,12,22,4,0,46.3,1
171909,44,Female,14,1,36,4,6,50.9,1
781100,22,Female,44,3,46,1,4,89.0,0
251527,37,Male,25,1,7,3,1,72.2,0
110117,28,Female,19,3,36,2,16,71.3,1
874894,27,Female,39,6,44,0,9,99.2,1
311954,57,Male,55,12,32,4,3,71.1,1
530555,55,Female,15,6,32,0,8,61.4,1
977439,23,Female,16,3,6,3,10,116.6,0
261673,25,Female,27,6,21,3,11,30.7,0
998989,40,Male,40,12,4,2,11,57.5,1
324463,64,Female,10,1,45,2,17,84.8,0
511780,43,Male,4,1,14,4,3,100.5,1
266627,63,Female,51,6,20,2,8,103.5,1
395296,60,Female,19,3,24,4,7,34.1,1
833174,29,Female,28,3,16,1,18,93.8,1
467192,43,Female,21,1,49,4,12,94.8,0
223911,30,Male,59,12,6,2,1,49.3,1
933916,57,Male,47,6,49,0,18,40.1,1
348264,35,Female,14,6,18,2,13,97.5,1
134785,42,Female,33,1,6,3,4,52.5,0
270848,50,Female,48,3,39,2,9,30.2,1
803770,64,Female,10,6,44,1,16,50.1,0
930450,57,Female,19,3,49,4,19,32.8,1
500812,60,Female,30,3,23,3,15,52.4,1
433734,29,Female,22,1,10,4,16,60.2,1
850209,61,Female,3,3,40,4,0,54.4,0
231061,53,Male,37,12,0,2,14,112.8,1
341637,65,Male,41,12,31,0,16,50.9,1
989020,21,Male,18,1,39,3,10,72.1,1
337681,22,Female,11,6,43,1,4,116.2,0
984459,54,Female,48,3,1,1,3,109.1,0
123444,25,Female,2,12,14,0,8,57.8,1
867316,59,Male,12,1,20,0,15,59.4,0
682597,66,Female,54,1,23,2,11,83.4,1
143233,45,Male,6,3,49,1,17,112.6,1
392818,48,Female,43,1,16,3,2,30.9,0
615467,26,Male,59,6,46,0,14,65.4,1
518577,68,Male,40,3,8,0,17,106.5,1
745423,46,Male,44,6,34,0,11,66.9,1
378317,31,Female,29,12,19,3,12,94.8,0
327108,57,Male,59,12,18,1,0,92.3,1
134204,58,Female,30,12,17,3,3,48.5,0
629877,39,Female,2,12,19,3,7,70.5,1
884314,28,Female,9,1,29,2,18,81.0,1
473879,40,Female,47,6,39,0,4,94.4,1
362168,18,Female,2,1,0,1,10,104.0,1
914965,63,Male,29,1,23,2,16,98.4,1
219612,54,Female,33,12,23,2,16,32.5,0
945387,38,Female,10,6,46,4,1,90.4,0
643907,43,Female,34,3,18,0,0,74.8,1
901289,63,Female,44,3,29,1,3,81.6,1
857767,53,Female,55,3,25,1,8,63.6,1
242033,40,Male,8,6,41,1,1,94.3,1
370975,18,Male,37,12,43,0,2,90.6,1
325632,68,Female,54,12,37,1,5,82.2,0
870162,57,Male,60,6,28,3,12,107.5,0
916368,32,Male,33,12,12,3,14,39.2,1
694004,38,Female,47,6,3,0,10,57.1,1
901422,64,Male,6,6,44,1,9,74.6,1
524284,26,Female,44,3,16,4,2,116.3,1
188819,26,Male,40,3,32,4,19,36.5,0
693508,27,Male,45,1,4,4,8,60.3,1
561418,69,Male,19,6,27,3,9,113.3,0
194786,43,Female,32,3,23,4,11,110.8,0
222726,58,Male,27,3,16,1,7,107.9,1
613473,52,Male,1,3,49,1,16,57.8,0
934481,69,Female,43,12,38,4,4,106.2,1
574488,42,Female,52,3,47,2,7,75.5,1
823577,43,Male,33,12,39,4,17,85.8,1
703711,28,Female,40,3,43,2,10,51.5,0
386086,55,Male,32,12,45,0,9,93.6,1
146964,19,Male,5,12,10,0,14,59.5,0
211238,24,Female,17,3,11,1,5,60.9,0
571534,35,Female,8,6,12,3,18,87.3,0
437298,44,Female,57,1,7,1,16,51.6,0
712356,51,Male,42,1,0,1,9,50.2,0
598393,44,Female,34,6,8,3,4,63.2,0
962913,34,Male,9,3,27,1,15,100.0,0
823554,60,Female,56,6,1,3,11,50.2,0
947680,61,Male,23,3,13,1,4,100.9,1
357678,68,Female,35,3,12,0,0,92.6,1
944312,41,Male,50,3,47,2,1,91.1,0
229659,42,Female,7,3,1,1,4,72.7,0
664306,24,Male,15,3,3,2,18,97.1,0
702640,69,Female,53,6,11,4,14,31.2,0
623096,23,Female,54,6,47,1,0,57.5,0
744296,41,Male,20,1,9,0,10,91.1,0
346284,50,Female,50,3,2,3,17,118.9,1
719806,66,Male,25,6,3,0,2,30.2,1
290149,46,Male,3,6,5,2,8,75.9,0
472096,60,Female,60,3,22,3,3,113.1,1
236527,39,Male,55,3,4,0,12,107.7,1
291237,43,Female,46,6,49,0,8,32.1,1
738898,45,Female,24,3,2,0,2,77.7,0
710180,67,Male,34,12,9,3,15,30.4,1
689255,38,Female,46,6,42,0,7,101.1,1
498956,66,Male,22,1,18,0,6,57.8,1
636360,24,Male,11,3,13,2,16,98.9,0
916704,34,Female,48,12,20,0,15,115.0,1
818388,37,Female,8,1,42,0,17,117.8,1
915209,58,Male,39,1,27,4,15,110.5,1
113901,66,Male,43,1,20,3,14,48.4,1
650787,37,Female,35,3,35,4,1,47.5,1
445141,39,Female,49,1,23,2,19,86.3,1
200612,45,Female,46,6,37,4,3,79.0,1
871319,57,Female,38,6,16,1,4,30.9,0
800326,66,Male,8,3,21,3,6,65.3,1
176363,24,Female,54,3,18,0,14,111.6,1
382454,18,Male,37,1,44,4,16,110.9,1
720496,49,Male,27,3,9,4,9,48.4,1
334580,30,Female,28,6,10,0,19,64.4,1
582901,47,Male,40,6,37,0,8,80.4,1
628829,40,Female,34,6,1,2,15,106.8,0
240783,68,Male,32,3,32,4,2,77.9,1
600378,36,Female,15,6,42,4,8,117.1,1
908452,49,Male,44,3,30,1,7,101.9,1
344623,47,Male,17,12,47,1,6,115.8,1
475691,46,Female,33,1,34,4,16,95.8,1
315404,66,Female,47,12,36,1,4,109.0,1
999670,62,Male,46,6,46,4,6,104.8,1
299035,46,Male,52,1,46,3,12,52.8,0
570914,47,Female,54,6,35,2,17,50.7,1
197489,33,Male,16,6,22,1,13,107.8,1
317530,57,Female,29,12,35,4,17,37.6,1
639375,36,Male,9,6,39,1,2,66.8,0
384094,35,Female,33,1,38,2,16,103.9,1
374066,18,Male,60,6,25,3,18,103.2,1
733113,31,Female,49,1,24,0,6,42.5,1
584126,68,Female,29,12,16,0,3,73.9,1
880335,64,Male,13,3,14,1,14,73.2,1
545563,67,Female,21,6,36,4,7,59.1,1
929325,19,Male,58,12,44,2,15,112.5,1
205096,45,Female,21,6,3,3,0,88.8,0
929628,66,Female,5,1,21,3,15,118.2,0
882679,67,Female,10,6,16,3,1,36.0,0
667161,47,Male,6,3,21,0,1,65.5,0
710300,55,Female,56,6,16,2,7,105.2,1
987793,68,Male,51,3,13,0,11,68.0,1
374285,21,Female,57,3,13,1,10,53.6,0
470254,18,Male,13,6,16,3,5,119.8,1
551050,25,Male,1,12,7,2,18,108.6,0
847626,46,Male,20,6,33,3,17,79.2,1
381235,56,Female,57,3,25,0,4,80.6,1
956510,20,Male,47,12,44,0,14,30.6,1
738577,49,Female,46,3,29,0,7,118.3,1
612100,27,Male,8,3,21,3,5,102.6,0
280556,27,Male,10,6,15,2,11,33.3,0
212488,36,Male,9,1,29,2,18,45.9,0
638741,63,Male,49,6,15,1,11,103.9,1
135523,51,Female,41,1,37,3,11,37.8,1
115666,50,Male,3,1,23,1,8,114.8,0
579644,40,Male,11,6,35,1,9,120.0,0
139899,45,Female,12,1,34,1,16,109.8,1
532276,49,Male,10,3,5,1,17,96.5,0
889891,67,Male,25,12,3,0,15,73.9,0
369117,24,Male,49,6,17,1,3,37.4,0
635729,46,Male,49,1,5,2,17,95.7,0
590557,25,Female,25,3,25,1,2,65.7,0
470451,18,Female,11,12,36,0,15,81.3,1
415348,20,Male,54,1,26,4,13,56.4,1
976175,41,Female,36,1,40,4,8,51.8,1
975031,40,Female,39,3,10,4,5,59.2,0
433489,25,Male,53,12,37,3,3,103.2,1
295530,64,Female,26,12,15,2,1,68.4,1
441476,54,Male,14,3,18,0,9,58.1,1
333036,20,Female,39,12,42,4,10,69.0,1
763389,68,Female,56,6,14,0,6,32.9,1
746265,50,Female,40,12,25,0,4,110.2,1
569870,45,Male,1,1,40,3,3,79.7,1
773877,64,Female,56,12,30,4,5,39.4,1
237816,25,Male,54,6,18,1,1,56.0,0
731287,51,Male,4,6,23,0,1,118.5,1
777988,52,Female,30,1,8,4,15,83.4,1
529215,49,Male,12,1,22,0,12,56.2,1
755118,41,Female,56,6,3,3,6,68.4,0
972896,31,Male,35,3,9,3,4,53.3,0
880097,49,Male,13,6,8,1,16,32.9,0
188057,63,Female,52,12,18,3,12,105.8,1
477047,60,Female,31,1,14,4,14,56.3,1
118373,33,Female,38,3,33,3,2,105.5,0
678494,21,Female,43,6,41,1,3,73.1,1
880892,69,Male,23,1,18,2,14,46.5,0
199975,54,Male,4,12,48,0,17,102.2,1
656661,38,Male,52,3,20,0,2,63.9,1
766457,31,Female,16,3,33,4,6,93.7,0
850662,48,Male,7,3,16,1,7,105.4,1
280521,65,Female,22,12,17,1,10,116.7,1
230627,35,Male,29,1,16,1,8,37.7,1
794265,24,Female,11,6,1,0,19,30.8,1
865893,27,Male,56,1,0,3,11,79.4,0
216072,24,Male,33,12,42,0,4,53.8,1
666343,50,Female,58,1,9,0,0,72.2,1
856172,40,Male,29,3,36,0,13,36.5,1
450239,38,Female,59,6,47,3,2,75.1,0
754172,36,Male,39,12,4,2,14,41.2,0
526154,65,Male,12,3,11,4,9,105.5,0
959252,36,Female,7,1,35,2,9,98.4,1
263099,53,Female,59,3,30,2,2,36.7,1
658184,46,Male,55,1,37,0,5,105.3,0
489057,35,Male,39,1,8,2,4,59.2,0
889471,19,Male,42,12,43,0,18,61.8,1
376379,18,Male,48,1,25,0,13,46.2,1
407736,64,Male,26,3,14,4,16,105.2,1
873027,22,Male,40,12,15,1,11,66.4,1
827937,37,Female,9,6,12,0,8,34.4,1
771400,28,Female,41,12,24,2,2,117.0,1
400384,59,Female,34,3,29,4,17,53.0,0
329606,19,Male,45,1,6,2,3,114.3,0
836135,20,Male,13,12,3,1,13,57.1,0
630509,40,Male,55,12,42,3,5,104.8,1
454647,29,Female,55,12,39,1,14,89.8,1
650320,37,Female,36,3,37,4,16,107.5,1
651993,22,Male,25,1,29,1,4,117.9,0
947686,54,Male,24,6,9,1,5,108.4,0
721463,55,Female,44,6,29,4,4,66.3,0
580861,47,Female,17,1,38,4,18,103.3,1
343986,26,Female,2,6,6,2,13,94.0,1
965461,51,Male,13,1,35,0,3,35.5,1
653326,61,Male,31,12,34,3,4,113.7,0
833508,52,Male,29,12,23,3,10,71.9,1
276927,69,Female,50,3,38,3,1,42.1,0
769076,39,Female,28,12,35,1,1,68.3,1
826973,61,Male,60,3,44,4,19,84.3,1
713451,41,Male,27,6,19,4,11,81.6,0
805441,34,Female,15,6,48,4,15,81.7,1
850816,27,Male,31,12,31,0,16,53.0,1
569037,47,Female,40,1,38,4,3,86.9,1
464505,63,Female,15,6,48,4,13,111.7,0
560003,40,Male,33,6,25,1,6,65.0,1
666100,49,Female,20,6,25,2,14,86.8,1
460832,34,Male,42,1,35,3,15,52.0,1
160658,67,Female,12,12,42,1,7,34.3,1
736113,68,Female,37,3,34,1,1,82.7,1
995480,34,Male,9,1,42,1,18,34.3,0
862354,31,Female,23,1,34,3,0,95.1,0
170922,26,Male,8,6,11,1,3,90.3,0
486864,57,Male,32,3,32,2,10,63.2,1
752701,19,Female,48,1,35,4,9,67.0,0
554679,62,Male,14,6,13,2,17,112.6,1
824095,42,Male,27,1,32,4,0,31.2,1
585579,56,Male,25,6,45,4,16,80.7,1
443861,26,Male,13,3,44,1,15,113.1,0
636701,39,Male,55,3,44,1,11,112.3,1
994256,60,Male,21,6,23,3,15,82.6,1
189736,63,Female,45,12,14,0,8,64.3,1
717352,21,Male,31,1,30,2,16,38.9,1
860232,43,Female,37,12,16,3,2,45.6,1
967284,46,Female,48,1,11,3,17,91.2,1
116116,62,Male,58,3,21,2,14,31.5,1
350910,51,Female,43,1,22,2,14,109.5,0
778714,40,Female,54,6,25,4,15,82.9,0
897352,54,Male,5,6,13,0,19,34.1,1
330415,28,Male,13,6,11,1,0,51.6,1
297935,23,Male,28,12,49,0,0,83.5,1
752861,35,Female,43,3,3,0,3,33.2,0
414427,38,Female,25,3,45,1,12,100.2,1
302425,59,Male,51,3,12,0,3,112.8,0
166132,53,Male,35,6,17,3,7,116.5,0
895876,58,Female,47,3,42,3,12,96.0,1
791113,55,Female,39,12,27,1,7,107.1,1
575302,51,Female,7,12,37,1,13,85.0,0
291020,34,Female,38,12,40,2,0,71.3,0
560736,54,Male,32,6,43,2,8,94.2,1
811301,42,Female,3,1,18,0,0,50.2,1
991828,55,Female,45,3,45,0,6,39.9,1
567063,29,Female,39,12,46,1,19,98.6,1
139216,40,Female,37,1,42,0,12,116.2,1
270654,59,Male,55,1,37,4,14,82.0,1
537954,39,Male,50,12,45,3,8,73.4,0
478003,38,Female,22,12,2,0,15,78.1,1
507514,44,Female,8,3,18,0,16,73.1,0
469175,48,Male,17,3,19,2,8,69.8,1
204292,23,Male,52,1,24,4,5,115.2,0
541427,44,Female,27,1,10,0,19,73.2,0
983764,57,Female,33,1,16,3,11,37.3,1
356901,51,Male,46,6,48,0,15,98.9,1
796857,29,Male,17,1,34,1,14,65.2,1
136025,62,Male,42,6,13,4,6,94.0,1
528199,24,Male,12,3,38,0,9,82.2,1
989076,27,Male,48,1,18,4,3,94.2,0
208177,62,Male,46,3,2,0,2,35.6,1
804159,34,Female,27,1,33,3,17,33.0,1
924220,43,Male,48,3,48,3,0,64.1,0
426317,38,Male,8,1,40,4,12,92.4,1
573049,45,Male,23,6,21,2,17,50.1,1
239601,63,Male,60,12,37,2,7,69.0,1
974422,19,Female,42,3,26,1,10,118.3,1
639149,60,Female,49,3,20,2,9,49.3,1
545668,18,Male,59,12,40,4,3,106.3,0
919588,68,Female,29,1,30,2,3,104.3,0
462823,53,Female,50,6,26,1,3,110.2,1
729189,68,Female,20,6,36,0,11,112.4,1
508634,43,Female,16,6,1,2,7,75.7,1
199718,46,Female,17,1,46,4,12,91.4,0
863815,38,Female,16,3,8,4,7,85.7,1
172485,28,Male,19,1,18,1,2,57.8,1
406281,57,Male,56,6,41,1,11,55.2,1
908621,28,Male,56,12,35,3,17,60.7,1
682256,53,Male,8,6,9,3,14,49.7,0
298438,66,Male,38,3,39,3,13,98.2,1
308648,56,Female,38,1,44,0,8,116.8,1
844932,57,Male,53,1,38,4,4,108.1,1
403176,52,Male,29,6,6,3,14,49.6,1
340442,51,Female,41,3,3,4,7,34.7,0
262052,64,Female,36,3,14,1,2,98.1,1
146404,41,Male,26,12,11,0,11,65.1,1
610786,39,Female,31,6,47,1,4,104.2,0
441771,22,Female,44,12,5,4,8,100.1,1
610891,50,Female,60,1,8,3,19,86.3,1
875755,53,Female,12,1,34,1,2,53.0,0
970265,64,Male,55,3,7,2,7,39.4,0
482152,37,Female,17,12,6,0,12,52.7,1
662044,36,Male,15,3,3,4,7,75.9,0
339535,52,Male,9,6,12,3,4,118.2,1
317339,69,Female,39,3,18,1,6,35.7,1
647989,60,Female,42,1,6,0,4,48.0,1
678141,34,Female,48,1,9,3,8,86.5,1
300982,62,Male,12,3,24,1,4,57.4,0
672248,60,Female,32,6,43,4,7,107.3,1
420618,51,Female,25,12,34,2,11,42.5,0
556151,26,Female,39,1,24,2,3,116.7,0
647260,43,Female,18,1,28,4,8,112.1,1
576539,19,Female,15,6,11,0,13,109.9,1
803304,26,Male,32,3,46,4,18,45.6,1
710569,26,Female,6,1,39,1,12,59.7,0
309384,57,Female,58,1,11,0,2,102.4,1
338425,34,Female,44,6,5,2,3,102.7,0
457385,18,Male,43,3,9,1,0,93.5,1
310008,42,Female,52,6,1,3,0,70.3,0
401779,60,Male,35,6,44,3,10,58.0,1
985848,57,Male,34,3,24,3,15,116.7,1
408481,59,Female,38,1,6,2,3,42.5,0
294332,42,Female,56,12,39,4,6,33.9,1
148674,56,Female,54,12,22,0,11,30.8,1
317221,52,Male,57,12,47,2,5,99.8,0
121449,20,Male,5,6,10,1,19,35.1,1
811696,67,Male,18,1,35,1,8,78.5,1
825222,54,Male,16,1,48,3,7,63.1,1
216524,61,Male,8,1,47,0,13,43.2,1
614619,61,Male,25,1,22,3,14,96.7,1
974726,68,Female,32,6,42,1,4,35.0,1
714358,47,Female,26,12,6,1,14,58.7,0
953316,55,Male,52,12,26,4,5,80.6,0
293385,51,Female,22,3,12,4,0,66.2,1
771090,29,Female,31,1,16,4,19,53.3,1
672491,36,Male,43,12,31,3,8,113.3,1
567670,54,Male,10,12,25,0,3,113.8,0
373693,61,Female,56,1,21,4,1,67.4,1
824648,66,Male,57,1,12,2,5,65.4,0
813766,34,Male,12,12,11,4,1,57.7,1
840773,27,Female,53,3,6,3,2,107.0,0
775544,66,Male,28,1,0,0,6,81.1,1
635497,64,Female,6,12,32,4,19,38.1,0
983871,29,Female,59,3,13,0,16,106.8,1
832409,33,Female,20,6,46,2,8,78.1,1
487285,41,Female,5,3,42,1,8,67.4,1
692306,36,Female,23,1,40,0,18,60.4,1
623949,25,Male,9,6,16,4,4,38.9,0
344590,48,Male,58,3,3,3,5,116.1,0
643979,38,Male,59,12,38,3,17,96.7,1
614991,34,Male,29,1,0,3,0,41.9,0
182129,40,Female,16,6,40,3,16,76.0,1
931499,54,Female,54,12,44,0,13,80.0,1
653643,33,Male,46,6,23,3,14,45.1,1
318888,23,Female,22,3,33,1,4,68.4,0
787083,25,Male,8,12,33,2,16,88.1,0
675630,42,Male,59,1,23,0,10,55.6,1
369995,35,Male,20,12,14,0,9,59.8,1
805171,42,Female,51,3,16,3,16,41.0,1
164009,29,Female,14,6,12,3,0,67.2,1
433343,32,Female,39,12,6,0,4,82.5,0
804730,43,Female,37,6,8,3,15,40.5,0
285722,58,Male,50,1,43,3,6,85.3,1
896382,62,Female,34,12,34,3,11,65.8,1
776866,43,Female,11,6,22,3,7,91.0,1
754771,64,Female,54,1,46,3,17,58.3,1
581922,49,Male,40,3,38,4,0,81.2,1
975973,27,Male,33,12,22,4,19,85.2,1
715401,33,Female,31,12,25,4,11,92.1,1
342633,24,Female,59,12,0,0,3,98.1,1
597426,34,Female,54,6,13,2,11,42.3,1
267907,40,Female,44,6,31,0,0,116.9,0
473659,43,Male,34,1,47,4,0,105.9,1
115802,38,Female,50,12,9,0,2,80.6,1
595794,39,Female,7,1,0,2,11,110.1,0
416026,24,Female,58,12,4,3,12,64.4,1
791391,31,Male,49,3,2,1,12,33.1,0
228268,32,Male,54,12,48,4,8,95.4,1
581387,24,Female,23,1,49,4,17,114.9,1
371400,26,Female,46,6,26,2,0,44.6,1
810264,68,Female,56,3,21,3,5,87.9,1
692284,65,Female,7,3,17,3,4,103.2,0
995735,25,Female,54,12,15,1,3,111.5,1
233616,67,Male,25,3,1,3,5,54.9,1
967886,40,Male,3,1,46,2,2,41.6,0
131719,46,Male,59,1,12,3,16,52.3,1
703242,35,Female,38,12,44,2,10,82.0,1
374397,48,Male,20,6,15,4,3,112.7,1
172903,47,Male,34,3,7,4,19,82.4,1
123285,69,Male,49,3,42,4,0,112.8,0
899418,56,Female,44,12,7,0,3,99.3,1
977334,52,Female,44,3,9,4,2,83.9,0
483773,35,Male,30,6,32,2,9,32.0,0
841158,59,Female,17,12,30,1,0,60.0,0
746194,56,Male,59,1,11,3,3,35.2,1
135498,34,Male,10,3,8,4,18,59.0,0
612642,31,Male,35,12,36,0,0,35.6,1
524239,48,Male,20,1,8,0,15,45.1,1
641871,41,Female,18,1,47,2,18,67.0,0
642851,52,Female,45,1,17,1,19,76.3,1
149233,61,Female,44,12,29,4,17,49.5,1
795020,62,Female,27,12,31,4,1,95.9,0
509679,51,Male,59,1,39,0,5,83.1,0
885040,20,Female,59,1,22,2,0,92.3,0
917683,54,Male,49,12,10,0,18,95.9,1
504518,60,Female,36,12,19,0,4,95.4,0
559221,57,Female,23,6,18,1,1,114.3,1
809280,43,Female,32,1,35,2,0,51.3,0
986581,40,Male,10,3,25,1,15,54.3,1
149221,61,Male,11,3,9,2,1,38.5,0
236996,56,Male,38,12,23,4,3,83.3,1
101794,32,Male,6,3,12,3,2,65.6,1
745330,66,Female,59,12,45,3,16,74.7,0
396765,21,Male,41,6,33,2,14,45.3,1
894009,46,Male,47,12,28,3,9,88.4,1
179103,39,Female,34,1,35,0,11,85.7,1
666494,42,Female,36,12,6,4,11,53.8,0
833627,30,Male,37,3,29,4,19,71.9,1
434556,35,Female,17,3,16,3,6,110.5,0
295922,50,Male,40,3,47,2,9,99.6,1
529468,33,Female,40,1,12,0,4,50.4,0
291431,62,Male,54,12,23,2,19,109.1,0
504253,59,Male,12,12,30,3,19,36.1,1
347992,61,Male,21,3,26,4,10,67.3,1
382693,19,Male,40,1,49,4,1,37.2,0
750650,52,Male,19,3,20,2,15,113.2,1
287210,59,Female,3,3,43,1,11,33.7,1
927314,51,Male,18,1,0,2,15,43.6,0
131901,47,Male,53,3,14,1,3,112.4,0
306340,30,Male,51,6,2,2,1,82.4,0
674198,30,Male,19,1,5,1,9,101.6,1
523263,35,Male,47,3,13,1,12,31.5,0
576045,49,Female,6,12,37,1,18,67.7,0
198935,49,Female,16,6,32,1,14,118.6,0
592393,52,Male,8,12,37,0,0,82.2,1
580616,56,Female,48,12,7,1,16,106.5,1
619290,63,Male,18,6,25,1,19,116.7,1
740023,69,Female,52,1,14,4,3,91.7,1
791627,46,Female,48,3,13,0,19,59.5,1
519295,66,Male,43,12,47,1,8,57.8,1
452271,46,Female,39,12,19,3,5,36.4,0
797797,61,Female,49,12,47,0,2,68.5,0
706220,33,Male,49,1,18,4,1,112.4,1
376058,61,Male,12,12,32,2,17,73.0,1
746964,64,Female,45,12,35,4,18,112.0,1
553224,27,Female,10,12,23,4,6,103.5,0
297972,47,Female,7,6,9,0,2,118.6,0
817109,42,Male,46,6,49,0,17,115.3,1
366267,56,Female,55,12,33,3,19,93.6,0
211767,37,Female,1,1,35,3,19,108.4,0
556496,22,Female,49,1,46,0,18,97.3,1
657634,18,Male,36,3,35,0,8,93.3,1
785646,47,Male,21,6,15,0,15,94.4,1
216384,66,Male,37,1,14,2,5,94.9,0
467354,20,Male,52,12,17,4,11,64.1,1
629654,62,Female,24,6,6,3,5,68.1,0
598552,31,Male,55,1,46,3,12,56.5,1
253325,47,Female,25,3,21,1,4,43.3,1
788498,67,Female,7,12,31,2,12,71.3,1
938719,21,Female,42,6,42,0,19,111.0,1
670447,35,Female,17,3,18,0,6,88.6,1
766256,54,Male,29,3,39,2,11,35.1,1
308047,42,Male,30,6,0,3,3,103.0,0
252645,65,Male,7,1,34,0,4,114.2,1
639799,18,Male,33,12,4,1,15,104.6,1
192709,63,Male,7,3,49,3,3,95.5,0
795544,32,Female,58,3,11,4,7,43.5,1
560095,26,Male,24,6,11,2,15,61.4,0
205550,32,Male,11,6,20,3,7,80.9,0
362267,66,Male,9,6,18,4,16,36.9,0
401130,41,Male,12,3,8,1,13,39.6,0
827374,21,Female,35,1,42,2,11,114.1,1
189371,29,Female,4,1,48,0,2,93.2,0
247696,54,Female,36,12,47,0,19,54.8,1
325817,54,Female,28,6,35,4,1,59.5,1
985845,60,Female,57,12,41,3,12,64.6,0
968908,23,Male,13,3,46,1,10,36.8,1
108005,56,Female,23,3,31,4,11,96.5,1
859070,63,Female,19,3,34,1,17,45.9,1
938499,41,Female,42,12,30,1,8,102.5,0
992762,28,Male,37,6,31,1,6,106.1,1
895107,30,Male,39,12,36,2,5,87.5,0
383534,51,Female,24,12,31,4,13,99.3,1
462007,42,Male,16,3,42,2,17,45.5,0
915794,24,Male,33,3,36,3,13,81.8,1
